Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,earnings_per_job,earnings_per_day,marketing_efficiency,experience_score,client_trust_index,cluster,pca_1,pca_2,segment_name
338,Customer Support,Toptal,Beginner,UK,Crypto,186,6115.0,87.41,85.18,3.66,10,Hourly,63.66,164,32.876344086021504,611.5,37.06060606060606,1,74.01333333333334,3,1.1742241170341097,-0.1922843635405129,Trusted Steady Performers
339,Graphic Design,Toptal,Beginner,UK,PayPal,213,5935.0,42.22,73.71,3.96,50,Fixed,59.15,193,27.863849765258216,118.7,30.59278350515464,1,70.68666666666667,3,0.49329804403827465,-0.4491537512971429,Trusted Steady Performers
340,Digital Marketing,Fiverr,Expert,USA,Bank Transfer,277,8626.0,39.71,54.89,3.39,18,Hourly,33.19,6,31.140794223826713,479.22222222222223,1232.2857142857142,3,51.96,0,-2.5857821870004094,4.004517376145126,Balanced Mid-Tier Freelancers
341,Digital Marketing,Upwork,Expert,Canada,Crypto,123,3627.0,56.57,74.58,4.22,18,Hourly,57.3,431,29.48780487804878,201.5,8.395833333333334,3,72.09333333333332,3,0.9443543415406596,-0.8217091930030964,Trusted Steady Performers
342,Content Writing,PeoplePerHour,Expert,Middle East,Crypto,28,3288.0,95.92,73.67,3.56,16,Fixed,37.72,138,117.42857142857143,205.5,23.654676258992804,3,60.86333333333334,1,-0.5967139752784948,0.7795883706307994,Balanced Mid-Tier Freelancers
343,Content Writing,Toptal,Expert,Middle East,PayPal,262,5294.0,90.38,58.66,3.41,52,Fixed,62.94,458,20.206106870229007,101.8076923076923,11.533769063180827,3,63.26666666666667,1,-0.5550723339322857,-1.382331584433073,Balanced Mid-Tier Freelancers
344,Graphic Design,PeoplePerHour,Expert,UK,Mobile Banking,96,9937.02,49.68,71.69,4.03,69,Fixed,41.79,342,103.510625,144.01478260869567,28.970903790087466,3,64.69333333333334,2,-0.15149822916209565,0.7952604354175783,Premium Specialists
345,App Development,Fiverr,Intermediate,Australia,Mobile Banking,165,2184.0,71.1,69.93,3.01,52,Fixed,38.86,286,13.236363636363636,42.0,7.609756097560975,2,56.330000000000005,1,-1.6050953699062396,-0.8052452170645322,Balanced Mid-Tier Freelancers
346,Web Development,PeoplePerHour,Expert,Europe,Mobile Banking,153,3942.0,60.14,80.79,3.02,31,Hourly,75.43,427,25.764705882352942,127.16129032258064,9.210280373831775,3,72.20666666666666,3,0.9281759277163792,-0.9818745615483527,Trusted Steady Performers
347,SEO,Fiverr,Beginner,Asia,Bank Transfer,121,4371.0,70.88,81.75,3.44,84,Fixed,27.56,300,36.12396694214876,52.035714285714285,14.521594684385382,1,59.370000000000005,1,-1.12065186372861,-0.21531240800935272,Balanced Mid-Tier Freelancers
348,Customer Support,Upwork,Expert,USA,Mobile Banking,57,5826.0,83.79,52.27,3.07,23,Fixed,18.43,455,102.21052631578948,253.30434782608697,12.776315789473685,3,44.03333333333333,1,-3.170723747168046,0.4683517235750562,Balanced Mid-Tier Freelancers
349,Customer Support,Fiverr,Beginner,Australia,Bank Transfer,49,5878.0,8.28,68.73,3.22,42,Fixed,50.92,55,119.95918367346938,139.95238095238096,104.96428571428571,1,61.35,1,-0.7707796192986488,1.4126553467630534,Balanced Mid-Tier Freelancers
350,SEO,Fiverr,Expert,UK,Bank Transfer,269,3865.0,35.95,81.29,3.68,81,Hourly,77.85,159,14.368029739776953,47.71604938271605,24.15625,3,77.58,3,1.4530652746299557,-1.1710351169200606,Trusted Steady Performers
351,Customer Support,Toptal,Expert,Canada,Crypto,266,345.0,96.14,75.16,4.61,62,Hourly,36.45,495,1.2969924812030076,5.564516129032258,0.6955645161290323,3,67.93666666666667,3,0.1167292758964514,-2.238078660294574,Trusted Steady Performers
352,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,238,463.0,95.19,92.82,4.14,77,Fixed,14.34,148,1.9453781512605042,6.012987012987013,3.1073825503355703,1,63.32,1,-0.6566851009669428,-1.2202065968981186,Balanced Mid-Tier Freelancers
353,App Development,Toptal,Beginner,UK,Mobile Banking,39,6006.0,6.2347,82.93,4.03,50,Hourly,33.75,286,154.0,120.12,20.926829268292682,1,65.76,2,0.004097501905481145,0.8914671659702791,Premium Specialists
354,Digital Marketing,Freelancer,Beginner,Middle East,Mobile Banking,201,6328.0,24.14,58.15,3.59,77,Hourly,45.42,256,31.48258706467662,82.18181818181819,24.622568093385215,1,58.45666666666667,1,-1.4280631507105648,-0.3226324046169146,Balanced Mid-Tier Freelancers
355,Web Development,Fiverr,Beginner,USA,Bank Transfer,29,6718.0,98.8151,53.53,4.86,81,Fixed,21.33,460,231.6551724137931,82.93827160493827,14.572668112798265,1,57.35333333333333,2,-1.1483675194977863,0.9480083527130175,Premium Specialists
356,Customer Support,Freelancer,Intermediate,UK,Bank Transfer,206,8245.0,51.82,82.12,3.79,15,Hourly,56.07,138,40.02427184466019,549.6666666666666,59.31654676258993,2,71.33,3,0.730415312259801,0.21015343033135725,Trusted Steady Performers
357,Graphic Design,Toptal,Beginner,Middle East,Mobile Banking,277,227.0,59.42,51.33,3.17,44,Fixed,79.84,348,0.8194945848375451,5.159090909090909,0.6504297994269341,1,64.85666666666667,3,-0.5049087504639919,-2.112951642054772,Trusted Steady Performers
358,App Development,PeoplePerHour,Expert,Asia,Bank Transfer,40,8987.0,20.81,79.29,4.23,42,Fixed,41.62,323,224.675,213.97619047619048,27.737654320987655,3,68.50333333333334,2,0.5859122666426207,1.4502821624552402,Premium Specialists
359,Customer Support,Toptal,Expert,Middle East,Bank Transfer,227,4404.0,89.96,97.01,3.23,45,Fixed,34.83,291,19.400881057268723,97.86666666666666,15.082191780821917,3,65.48,1,-0.1355185372789134,-0.8284997910874765,Balanced Mid-Tier Freelancers
360,Graphic Design,PeoplePerHour,Intermediate,Europe,PayPal,281,8893.0,26.97,78.77,3.69,35,Hourly,38.05,334,31.647686832740213,254.0857142857143,26.546268656716418,2,63.54,1,-0.5521048677195348,-0.4880206722160673,Balanced Mid-Tier Freelancers
361,Content Writing,PeoplePerHour,Beginner,Canada,PayPal,22,5964.0,23.02,69.41,4.01,22,Fixed,18.06,186,271.09090909090907,271.09090909090907,31.893048128342247,1,55.88999999999999,2,-1.3559560867640683,1.805213660541771,Premium Specialists
362,Digital Marketing,Upwork,Expert,Europe,Mobile Banking,192,5532.0,26.67,82.16,4.75,74,Hourly,71.83,322,28.8125,74.75675675675676,17.126934984520123,3,82.99666666666667,3,2.403472837356795,-0.8830928518844484,Trusted Steady Performers
363,Data Entry,Fiverr,Intermediate,UK,Mobile Banking,261,3321.0,92.36,72.91,3.99,75,Hourly,39.04,183,12.724137931034482,44.28,18.04891304347826,2,63.916666666666664,1,-0.5643498393959162,-1.0427189836601338,Balanced Mid-Tier Freelancers
364,Customer Support,Toptal,Expert,Asia,PayPal,146,6737.0,71.77,77.28,4.4,38,Hourly,37.11,306,46.14383561643836,177.28947368421052,21.944625407166125,3,67.46333333333335,3,0.23252156406421431,-0.06169384134909118,Trusted Steady Performers
365,Graphic Design,PeoplePerHour,Intermediate,Australia,Bank Transfer,140,5442.0,78.02,97.07,4.99,70,Hourly,56.18,412,38.871428571428574,77.74285714285715,13.176755447941888,2,84.35000000000001,3,2.7609843445931257,-0.7475536321470618,Trusted Steady Performers
366,App Development,Toptal,Intermediate,Asia,Bank Transfer,83,339.0,40.82,69.31,3.26,64,Fixed,40.94,468,4.0843373493975905,5.296875,0.7228144989339019,2,58.48333333333333,1,-1.2562461635850157,-1.0911578957364514,Balanced Mid-Tier Freelancers
367,Digital Marketing,Toptal,Beginner,Asia,Crypto,296,9044.0,91.37,98.06,3.55,7,Fixed,55.38,385,30.554054054054053,1292.0,23.430051813471504,1,74.81333333333333,3,1.2962706972473095,-0.8160134784589954,Trusted Steady Performers
368,Web Development,PeoplePerHour,Intermediate,Asia,Mobile Banking,66,8475.0,79.99,95.27,3.79,44,Hourly,14.3,261,128.4090909090909,192.61363636363637,32.347328244274806,2,61.79,2,-0.46476520615571815,1.1934546916353483,Premium Specialists
369,App Development,Freelancer,Expert,Europe,Mobile Banking,133,457.0,76.31,59.79,3.84,76,Fixed,66.96,414,3.43609022556391,6.0131578947368425,1.1012048192771084,3,67.85000000000001,3,0.13611470157654243,-1.47199986515896,Trusted Steady Performers
370,Content Writing,Fiverr,Expert,Australia,Mobile Banking,261,743.0,97.24,53.47,3.82,7,Hourly,75.84,309,2.846743295019157,106.14285714285714,2.3967741935483873,3,68.57000000000001,3,0.24132480226918043,-1.8732684554826258,Trusted Steady Performers
371,SEO,Fiverr,Beginner,Middle East,Crypto,216,1219.0,39.79,55.04,4.82,66,Hourly,55.41,343,5.643518518518518,18.46969696969697,3.5436046511627906,1,68.95,3,0.1263071749276443,-1.621238026553332,Trusted Steady Performers
372,Customer Support,Upwork,Beginner,UK,Crypto,58,8673.0,63.04,50.91,4.43,60,Fixed,76.82,423,149.5344827586207,144.55,20.455188679245282,1,72.11,2,0.9842868351973375,0.5495822856920712,Premium Specialists
373,Web Development,Upwork,Intermediate,Canada,Bank Transfer,179,7832.0,91.44,54.72,4.22,1,Hourly,20.6,144,43.754189944134076,7832.0,54.01379310344828,2,53.24,1,-1.958001969972626,0.5382598068575553,Balanced Mid-Tier Freelancers
374,Graphic Design,Upwork,Beginner,Australia,PayPal,104,9224.0,80.13,84.15,3.62,62,Fixed,43.42,260,88.6923076923077,148.7741935483871,35.34099616858238,1,66.65666666666668,2,0.12994584872878495,0.7717855190344247,Premium Specialists
375,Customer Support,Fiverr,Expert,UK,PayPal,43,3094.0,58.52,53.56,4.65,87,Hourly,52.13,5,71.95348837209302,35.5632183908046,515.6666666666666,3,66.23,0,-0.17736389377027637,2.0743904466233816,Balanced Mid-Tier Freelancers
376,Graphic Design,Freelancer,Expert,Australia,PayPal,267,5580.0,12.24,65.95,4.91,89,Hourly,50.72,313,20.89887640449438,62.69662921348315,17.770700636942674,3,71.62333333333333,3,0.5266622245837437,-1.1206899926642768,Trusted Steady Performers
377,Web Development,Fiverr,Beginner,Europe,Bank Transfer,154,5042.0,67.01,92.24,4.64,18,Hourly,38.1,11,32.74025974025974,280.1111111111111,420.1666666666667,1,74.38,0,1.1165351284636205,1.3952693734980641,Balanced Mid-Tier Freelancers
378,Graphic Design,Fiverr,Beginner,UK,PayPal,125,3974.0,55.02,51.16,3.0,7,Hourly,33.67,260,31.792,567.7142857142857,15.226053639846743,1,48.276666666666664,1,-2.767363156930367,-0.07825074970520196,Balanced Mid-Tier Freelancers
379,App Development,Fiverr,Beginner,Europe,Crypto,182,7020.0,22.5,90.72,4.27,54,Fixed,18.88,361,38.57142857142857,130.0,19.392265193370164,1,65.0,1,-0.2844161910441677,-0.2452950650301765,Balanced Mid-Tier Freelancers
380,Digital Marketing,Fiverr,Intermediate,USA,Crypto,124,3362.0,88.81,64.09,3.1,67,Hourly,37.42,443,27.112903225806452,50.17910447761194,7.572072072072072,2,54.50333333333333,1,-1.8069314355293036,-0.7059636428145635,Balanced Mid-Tier Freelancers
381,Graphic Design,Freelancer,Intermediate,UK,Mobile Banking,76,4368.0,37.61,55.91,3.52,10,Hourly,21.39,168,57.473684210526315,436.8,25.846153846153847,2,49.23333333333333,1,-2.5631089760150894,0.5858612137647822,Balanced Mid-Tier Freelancers
382,Content Writing,Upwork,Expert,Australia,PayPal,223,1738.0,41.81,84.84,3.12,61,Fixed,61.41,147,7.79372197309417,28.491803278688526,11.743243243243244,3,69.55,3,0.30716788446608745,-1.084734111209272,Trusted Steady Performers
383,Digital Marketing,Toptal,Intermediate,USA,Crypto,127,517.0,68.88,81.45,4.21,59,Hourly,24.62,199,4.070866141732283,8.76271186440678,2.585,2,63.42333333333334,1,-0.5262538840322804,-0.7503564238267338,Balanced Mid-Tier Freelancers
384,App Development,Upwork,Intermediate,Europe,Mobile Banking,248,9587.0,51.44,93.87,4.37,59,Hourly,14.1,384,38.65725806451613,162.4915254237288,24.9012987012987,2,65.12333333333333,1,-0.2380675403440215,-0.2607139265168814,Balanced Mid-Tier Freelancers
385,Customer Support,Upwork,Intermediate,Europe,PayPal,79,2472.0,13.48,86.75,3.23,69,Hourly,48.67,311,31.29113924050633,35.82608695652174,7.923076923076923,2,66.67333333333335,3,-0.009680859440266192,-0.4105975833653297,Trusted Steady Performers
386,Data Entry,Toptal,Intermediate,Australia,PayPal,10,7329.0,41.81,90.17,3.77,63,Hourly,51.67,69,732.9,116.33333333333333,104.7,2,72.41333333333334,2,1.5237108207663215,3.9282010340436617,Premium Specialists
387,Customer Support,Fiverr,Expert,USA,Crypto,25,4557.0,13.97,64.1,3.91,8,Hourly,71.03,311,182.28,569.625,14.60576923076923,3,71.11,2,0.9363417184507644,0.6323573354812873,Premium Specialists
388,Graphic Design,Freelancer,Beginner,Asia,Mobile Banking,194,4771.0,23.12,58.87,3.74,78,Hourly,50.39,53,24.59278350515464,61.166666666666664,88.35185185185185,1,61.35333333333333,1,-1.0544871105183928,0.030301271465445152,Balanced Mid-Tier Freelancers
389,Graphic Design,Freelancer,Expert,Middle East,Mobile Banking,229,5421.0,6.2347,87.53,3.24,55,Fixed,34.18,394,23.67248908296943,98.56363636363636,13.724050632911393,3,62.169999999999995,1,-0.75455043545445,-0.842791315071915,Balanced Mid-Tier Freelancers
390,Content Writing,Upwork,Intermediate,Canada,Crypto,107,9253.0,22.22,90.34,3.84,6,Hourly,66.21,258,86.4766355140187,1542.1666666666667,35.72586872586873,2,77.78333333333332,3,1.8657069328198441,0.6550369786573309,Trusted Steady Performers
391,App Development,Toptal,Beginner,Australia,Crypto,103,7591.0,36.39,99.53,4.5,1,Fixed,47.82,350,73.69902912621359,7591.0,21.626780626780626,1,79.11666666666666,3,2.083903239307725,0.21236661091742098,Trusted Steady Performers
392,Content Writing,PeoplePerHour,Beginner,Europe,Crypto,87,9919.0,56.13,70.63,3.14,56,Hourly,15.55,27,114.01149425287356,177.125,354.25,1,49.660000000000004,1,-2.552714578894947,2.7930276802572673,Balanced Mid-Tier Freelancers
393,SEO,Fiverr,Beginner,UK,PayPal,185,1536.0,92.33,68.6,3.16,75,Fixed,49.61,366,8.302702702702703,20.48,4.185286103542234,1,60.470000000000006,1,-1.033914660703085,-1.3165882082225697,Balanced Mid-Tier Freelancers
394,App Development,Upwork,Expert,USA,Crypto,156,9658.0,56.33,88.82,3.71,88,Fixed,73.56,362,61.91025641025641,109.75,26.606060606060606,3,78.86,3,1.9132917554625213,-0.009946247532746748,Trusted Steady Performers
395,Web Development,Freelancer,Beginner,Middle East,Crypto,60,9599.0,72.03,67.04,4.88,10,Fixed,37.74,119,159.98333333333332,959.9,79.99166666666666,1,67.46,2,0.3625407064966514,1.756701114532172,Premium Specialists
396,Web Development,Toptal,Expert,Canada,Bank Transfer,194,9633.0,38.98,96.54,4.34,23,Fixed,30.74,132,49.654639175257735,418.82608695652175,72.42857142857143,3,71.36,3,0.788346298732345,0.6550755165075237,Trusted Steady Performers
397,Web Development,Toptal,Expert,UK,Crypto,26,9820.0,76.4,92.92,4.36,16,Hourly,20.04,379,377.6923076923077,613.75,25.842105263157894,3,66.72,2,0.6170974080895201,2.2000176705269756,Premium Specialists
398,Content Writing,Upwork,Intermediate,USA,Crypto,72,3799.0,63.94,71.45,3.72,16,Hourly,20.6,89,52.763888888888886,237.4375,42.21111111111111,2,55.48333333333334,1,-1.584155008596282,0.658772074934347,Balanced Mid-Tier Freelancers
399,Web Development,PeoplePerHour,Intermediate,Middle East,PayPal,189,8109.0,48.68,87.54,4.19,56,Hourly,40.29,15,42.904761904761905,144.80357142857142,506.8125,2,70.54333333333334,0,0.4505377936566405,1.9434008105070084,Balanced Mid-Tier Freelancers
400,App Development,Freelancer,Beginner,Australia,Mobile Banking,14,2553.0,23.41,87.73,3.02,6,Fixed,51.7,286,182.35714285714286,425.5,8.895470383275262,1,66.61,2,0.2573004694280178,0.6070082277647442,Premium Specialists
401,Web Development,Upwork,Beginner,Middle East,PayPal,70,7905.0,33.84,55.16,4.27,30,Fixed,15.64,283,112.92857142857143,263.5,27.83450704225352,1,52.06666666666666,1,-2.098295447007141,1.0348044748093561,Balanced Mid-Tier Freelancers
402,Data Entry,PeoplePerHour,Intermediate,Australia,Bank Transfer,268,7105.0,63.99,95.13,4.83,63,Fixed,75.77,390,26.511194029850746,112.77777777777777,18.171355498721226,2,89.16666666666667,3,3.358890757369001,-1.2773177096997659,Trusted Steady Performers
403,Web Development,Toptal,Expert,Asia,Crypto,229,449.0,45.48,75.26,4.23,1,Fixed,62.86,229,1.960698689956332,449.0,1.9521739130434783,3,74.24000000000001,3,1.0977450858620865,-1.5467093219637018,Trusted Steady Performers
404,Graphic Design,Fiverr,Expert,USA,Crypto,127,4432.0,89.49,91.32,4.75,51,Fixed,51.06,136,34.89763779527559,86.90196078431373,32.35036496350365,3,79.12666666666667,3,1.9806322595551544,-0.12689568733830253,Trusted Steady Performers
405,SEO,Freelancer,Intermediate,Middle East,Crypto,42,1589.0,27.31,66.0,4.45,89,Fixed,67.99,294,37.833333333333336,17.853932584269664,5.386440677966101,2,74.33,3,1.117360188450008,-0.5250758317145588,Trusted Steady Performers
406,Content Writing,Freelancer,Expert,Canada,Crypto,127,8478.0,11.94,94.78,3.24,46,Fixed,15.61,226,66.75590551181102,184.30434782608697,37.348017621145374,3,58.39666666666667,1,-1.1606134470961689,0.8110574521895844,Balanced Mid-Tier Freelancers
407,Digital Marketing,PeoplePerHour,Intermediate,Middle East,Crypto,160,7235.0,60.99,69.46,4.8,21,Hourly,43.38,426,45.21875,344.5238095238095,16.943793911007027,2,69.61333333333333,3,0.5430132606162481,-0.37558715200615456,Trusted Steady Performers
408,SEO,Upwork,Intermediate,USA,Crypto,71,4960.0,89.17,50.54,3.13,38,Fixed,54.11,26,69.85915492957747,130.52631578947367,183.7037037037037,2,55.75,1,-1.6056247353084434,1.2769582677013314,Balanced Mid-Tier Freelancers
409,Data Entry,Toptal,Beginner,UK,Bank Transfer,137,9169.0,39.65,95.27,4.07,69,Hourly,68.01,331,66.92700729927007,132.8840579710145,27.617469879518072,1,81.56,3,2.3048381147796793,0.11866133341580876,Trusted Steady Performers
410,Content Writing,PeoplePerHour,Beginner,UK,Crypto,144,4559.0,66.53,54.56,3.28,63,Hourly,64.84,116,31.65972222222222,72.36507936507937,38.965811965811966,1,61.666666666666664,1,-0.8599641311567698,-0.04789041846263903,Balanced Mid-Tier Freelancers
411,App Development,Fiverr,Intermediate,Middle East,Crypto,86,6101.0,26.98,65.97,3.02,50,Fixed,29.39,88,70.94186046511628,122.02,68.5505617977528,2,51.919999999999995,1,-2.22372550853659,1.0516213175347293,Balanced Mid-Tier Freelancers
412,Customer Support,Fiverr,Beginner,Middle East,Crypto,62,6202.0,58.05,97.5,3.84,12,Fixed,75.86,106,100.03225806451613,516.8333333333334,57.96261682242991,1,83.38666666666667,3,2.7316544709644974,0.7846959390409063,Trusted Steady Performers
413,Content Writing,Fiverr,Intermediate,Australia,Bank Transfer,153,8661.0,79.75,97.53,3.59,69,Fixed,18.7,220,56.6078431372549,125.52173913043478,39.19004524886878,2,62.676666666666655,1,-0.5159084470401982,0.5596862328196114,Balanced Mid-Tier Freelancers
414,Graphic Design,PeoplePerHour,Expert,USA,Crypto,135,4174.0,87.37,78.67,3.97,73,Fixed,71.26,222,30.918518518518518,57.178082191780824,18.717488789237667,3,76.44333333333333,3,1.5130445575382259,-0.5029464557115539,Trusted Steady Performers
415,App Development,Toptal,Expert,Australia,Bank Transfer,73,2445.0,14.99,81.59,4.15,44,Hourly,77.97,121,33.49315068493151,55.56818181818182,20.040983606557376,3,80.85333333333334,3,2.1655103935955724,-0.20397318199994924,Trusted Steady Performers
416,SEO,Freelancer,Expert,Canada,PayPal,254,8902.0,38.86,72.42,3.09,52,Fixed,22.4,381,35.04724409448819,171.19230769230768,23.30366492146597,3,52.20666666666667,1,-2.2286131443563324,-0.2792108708639998,Balanced Mid-Tier Freelancers
417,SEO,Upwork,Expert,Asia,Crypto,181,4000.0,65.77,64.66,3.25,9,Hourly,60.54,353,22.099447513812155,444.44444444444446,11.299435028248588,3,63.4,1,-0.43361789108494353,-0.8418765286304584,Balanced Mid-Tier Freelancers
418,Web Development,Freelancer,Intermediate,UK,Mobile Banking,76,499.0,8.3,66.43,4.12,65,Fixed,12.82,32,6.565789473684211,7.676923076923077,15.121212121212121,2,53.88333333333333,1,-2.0723328868525415,0.04478684628929436,Balanced Mid-Tier Freelancers
419,App Development,Toptal,Expert,Europe,Bank Transfer,21,429.0,70.61,83.63,3.69,10,Hourly,38.38,90,20.428571428571427,42.9,4.714285714285714,3,65.27,1,-0.03633650633413542,0.08174377691667216,Balanced Mid-Tier Freelancers
420,Customer Support,Freelancer,Expert,Europe,PayPal,164,9492.0,55.16,87.62,4.46,46,Hourly,46.14,183,57.8780487804878,206.34782608695653,51.58695652173913,3,74.32,3,1.2459944628288888,0.5209471120440755,Trusted Steady Performers
421,Graphic Design,PeoplePerHour,Expert,USA,Bank Transfer,74,7335.0,32.41,89.58,4.3,58,Hourly,50.65,375,99.12162162162163,126.46551724137932,19.507978723404257,3,75.41,3,1.5014728577630665,0.334620458163403,Trusted Steady Performers
422,Web Development,Fiverr,Expert,USA,Bank Transfer,117,2351.0,82.39,89.48,4.69,37,Hourly,75.52,257,20.094017094017094,63.54054054054054,9.112403100775193,3,86.26666666666667,3,3.0745240660921875,-0.8802934627143372,Trusted Steady Performers
423,Web Development,Toptal,Intermediate,Europe,PayPal,236,7760.0,32.55,54.56,4.38,52,Hourly,57.06,397,32.88135593220339,149.23076923076923,19.497487437185928,2,66.40666666666667,3,-0.14605769703419763,-0.7259557639881631,Trusted Steady Performers
424,Customer Support,Toptal,Expert,USA,Crypto,25,5842.0,98.8151,74.72,3.86,81,Fixed,43.69,12,233.68,72.12345679012346,449.38461538461536,3,65.20333333333333,0,-0.036487951093506305,3.008211343188662,Balanced Mid-Tier Freelancers
425,Content Writing,Freelancer,Beginner,UK,Crypto,139,8968.0,82.56,52.88,4.35,13,Fixed,66.68,23,64.5179856115108,689.8461538461538,373.6666666666667,1,68.85333333333334,0,0.31829545932184244,1.8679504584759,Balanced Mid-Tier Freelancers
426,SEO,PeoplePerHour,Beginner,Canada,Bank Transfer,267,9709.0,72.26,77.48,3.55,6,Fixed,76.54,324,36.36329588014981,1618.1666666666667,29.873846153846152,1,75.00666666666667,3,1.2857054618908084,-0.5055179439718601,Trusted Steady Performers
427,Web Development,Freelancer,Beginner,Canada,PayPal,115,7266.0,10.83,72.08,3.61,58,Hourly,11.54,33,63.18260869565217,125.27586206896552,213.7058823529412,1,51.94,1,-2.331713505255924,1.6464680407707237,Balanced Mid-Tier Freelancers
428,Data Entry,Freelancer,Beginner,Australia,Crypto,250,4955.0,90.91,94.39,4.58,48,Fixed,78.78,246,19.82,103.22916666666667,20.060728744939272,1,88.25666666666666,3,3.220875534404553,-1.206295168378337,Trusted Steady Performers
429,Data Entry,Toptal,Beginner,UK,Bank Transfer,287,6049.0,80.06,67.55,3.89,32,Hourly,16.03,342,21.076655052264808,189.03125,17.635568513119534,1,53.79333333333333,1,-2.0376628484385044,-0.8650357185019407,Balanced Mid-Tier Freelancers
430,SEO,Freelancer,Beginner,Asia,Mobile Banking,12,8657.0,26.76,55.85,4.6,11,Hourly,67.01,18,721.4166666666666,787.0,455.63157894736844,1,71.62,2,1.2962247953780193,5.184778577472996,Premium Specialists
431,Data Entry,Fiverr,Intermediate,USA,PayPal,288,7172.0,42.26,57.15,4.64,81,Fixed,29.62,29,24.90277777777778,88.54320987654322,239.06666666666666,2,59.85666666666666,1,-1.3393866148562144,0.44450134239195177,Balanced Mid-Tier Freelancers
432,Customer Support,Freelancer,Beginner,USA,Mobile Banking,211,649.0,30.52,88.08,4.72,5,Hourly,19.25,48,3.075829383886256,129.8,13.244897959183673,1,67.24333333333333,1,-0.026802794325935672,-0.787338781517545,Balanced Mid-Tier Freelancers
433,Content Writing,Fiverr,Expert,Asia,Mobile Banking,198,7338.0,98.52,80.91,4.83,6,Fixed,40.79,426,37.06060606060606,1223.0,17.185011709601874,3,72.76666666666667,3,1.1037440886964576,-0.5947446548798648,Trusted Steady Performers
434,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,51,7971.0,86.15,55.06,3.86,74,Hourly,55.08,399,156.2941176470588,107.71621621621621,19.9275,1,62.44666666666666,2,-0.4600440967703034,0.7331325109235648,Premium Specialists
435,Digital Marketing,PeoplePerHour,Intermediate,Australia,PayPal,246,1617.0,93.37,54.21,3.64,21,Fixed,36.67,179,6.573170731707317,77.0,8.983333333333333,2,54.56,1,-1.9289873485324676,-1.1014984297182053,Balanced Mid-Tier Freelancers
436,Web Development,Fiverr,Beginner,USA,Crypto,14,1144.0,79.93,85.05,4.16,42,Hourly,13.82,369,81.71428571428571,27.238095238095237,3.091891891891892,1,60.69,1,-0.709240548775766,-0.04648957753454405,Balanced Mid-Tier Freelancers
437,Digital Marketing,PeoplePerHour,Expert,USA,Crypto,293,9689.0,48.35,53.64,3.74,81,Fixed,51.96,371,33.06825938566553,119.61728395061728,26.045698924731184,3,60.13333333333333,1,-1.1400797999863157,-0.6194585528864761,Balanced Mid-Tier Freelancers
438,Graphic Design,PeoplePerHour,Expert,Asia,Bank Transfer,135,9734.0,24.52,91.09,4.2,27,Fixed,73.17,487,72.1037037037037,360.51851851851853,19.94672131147541,3,82.75333333333334,3,2.621311265101633,-0.09403635056301855,Trusted Steady Performers
439,Graphic Design,Fiverr,Intermediate,UK,Crypto,274,6241.0,24.77,85.31,4.41,3,Hourly,36.83,225,22.777372262773724,2080.3333333333335,27.615044247787612,2,70.11333333333333,3,0.46166766166648765,-0.6639535245342051,Trusted Steady Performers
440,Customer Support,Toptal,Intermediate,Asia,Crypto,65,1508.0,19.41,54.07,4.38,60,Hourly,25.14,432,23.2,25.133333333333333,3.4826789838337184,2,55.60333333333333,1,-1.7086980967408971,-0.630816744697689,Balanced Mid-Tier Freelancers
441,Content Writing,Upwork,Intermediate,Australia,Mobile Banking,168,9450.0,56.93,54.24,3.75,66,Hourly,40.98,394,56.25,143.1818181818182,23.924050632911392,2,56.74,1,-1.5015930496467358,0.11612678576781311,Balanced Mid-Tier Freelancers
442,Data Entry,PeoplePerHour,Intermediate,Asia,Mobile Banking,17,8096.0,92.4,99.33,3.33,49,Fixed,13.39,77,476.2352941176471,165.22448979591837,103.7948717948718,2,59.77333333333333,2,-0.4793697527742583,3.3101533242876453,Premium Specialists
443,Data Entry,PeoplePerHour,Beginner,Asia,PayPal,276,4984.0,98.8151,68.71,3.86,34,Fixed,67.43,495,18.057971014492754,146.58823529411765,10.048387096774194,1,71.11333333333333,3,0.6308740488389794,-1.6731488604594338,Trusted Steady Performers
444,Customer Support,Toptal,Beginner,Asia,Mobile Banking,212,1404.0,32.29,68.53,3.29,37,Hourly,67.84,430,6.622641509433962,37.945945945945944,3.25754060324826,1,67.39,3,-0.01899080711582594,-1.6864729302739152,Trusted Steady Performers
445,Graphic Design,Toptal,Expert,UK,Crypto,250,6523.0,71.24,90.64,4.78,42,Fixed,51.16,206,26.092,155.3095238095238,31.51207729468599,3,79.13333333333334,3,1.8806943336380062,-0.6413273473661748,Trusted Steady Performers
446,Content Writing,Freelancer,Intermediate,Middle East,PayPal,137,8454.0,61.72,97.36,3.69,65,Fixed,34.72,34,61.70802919708029,130.06153846153848,241.54285714285714,2,68.62666666666667,3,0.30896928756167136,1.5264878686270134,Trusted Steady Performers
